value_euro,age,release_clause_euro,sprint_speed,dribbling,position
2500,26,4200,54,48,Defense
3700,21,6300,79,76,Forward
1600,31,2000,67,58,Defense
2900,25,6300,73,74,Midfield
550,36,880,27,18,Goalkeeper
325,38,471,52,47,Defense
2400,30,3600,71,68,Forward
3500,23,6000,78,75,Forward
2400,28,4600,67,76,Midfield
2700,23,6300,83,66,Defense
2000,25,3400,49,15,Goalkeeper
1900,28,3500,77,54,Defense
2300,27,3700,60,63,Midfield
3200,24,6600,86,78,Midfield
2400,30,4500,74,72,Forward
2400,29,3300,56,59,Forward
2300,30,3500,69,73,Midfield
1800,31,3300,78,34,Defense
2500,22,5700,55,14,Goalkeeper
3600,23,5400,78,68,Midfield
2900,25,4600,84,80,Midfield
2900,27,4600,83,68,Defense
2200,31,4300,74,66,Defense
3000,30,5000,65,64,Forward
2400,32,3500,38,62,Midfield
2700,31,5900,61,69,Midfield
1300,34,2500,51,56,Midfield
2400,29,4300,53,52,Defense
3100,28,4700,74,75,Midfield
2800,31,4700,69,71,Forward
1800,32,2900,55,44,Defense
5500,20,9400,73,69,Midfield
1800,32,3400,48,15,Goalkeeper
3600,27,6400,72,72,Midfield
3600,27,4800,71,71,Midfield
3500,25,7000,69,72,Midfield
2100,32,3100,57,35,Defense
1800,32,2200,32,8,Goalkeeper
3500,24,5600,58,53,Midfield
3100,29,5500,80,76,Midfield
5500,20,9400,85,78,Midfield
3600,27,6100,71,71,Forward
2700,31,5500,81,75,Midfield
3100,26,4900,83,66,Defense
1800,32,3400,68,59,Midfield
1800,33,3400,51,65,Defense
2300,31,4800,50,57,Midfield
2500,29,4300,61,25,Defense
2600,28,4900,79,70,Defense
3300,28,5600,76,72,Forward
3200,22,6100,49,21,Goalkeeper
3100,28,4700,79,75,Forward
2500,29,4800,67,62,Midfield
3100,29,6900,92,74,Midfield
2500,29,5200,76,75,Defense
2500,33,5300,52,71,Forward
2500,33,4000,79,68,Forward
3900,24,6000,77,76,Midfield
4600,22,7100,84,73,Midfield
2400,32,4800,71,71,Midfield
3500,25,5500,90,72,Defense
3000,30,3900,60,68,Midfield
4400,22,7500,66,62,Defense
3300,27,5000,75,80,Forward
3400,25,7000,64,45,Defense
3800,26,6000,76,76,Midfield
2000,32,3300,86,68,Defense
1400,36,2100,64,69,Forward
5500,22,9900,52,75,Midfield
3700,26,8000,81,75,Midfield
1500,35,2300,62,71,Midfield
1800,33,3900,54,47,Defense
4900,21,11800,70,70,Midfield
210,38,263,29,12,Goalkeeper
2500,29,3700,72,76,Defense
1800,33,3900,84,58,Defense
4400,23,10500,82,73,Midfield
3600,24,8200,69,71,Defense
2900,28,4200,50,24,Defense
3700,27,5800,77,75,Midfield
1800,32,2900,74,64,Midfield
2800,29,4700,63,70,Midfield
3100,30,4300,76,72,Forward
2400,30,3000,75,59,Midfield
2900,27,5800,54,26,Defense
5000,22,8500,84,78,Forward
3000,27,5000,74,74,Defense
3500,25,7200,81,71,Defense
3800,26,7000,66,66,Forward
3300,28,4900,77,73,Forward
2900,31,5900,75,75,Forward
4700,23,9900,78,74,Midfield
4500,23,7700,79,71,Midfield
2500,28,4500,54,64,Midfield
4600,21,8300,74,74,Midfield
4000,20,7700,79,71,Midfield
3900,26,6100,75,72,Midfield
2900,25,5100,44,16,Goalkeeper
4700,22,8000,64,69,Midfield
3100,27,6200,61,67,Midfield
1700,32,2400,91,70,Defense
4300,24,8300,92,79,Midfield
2400,30,4600,69,62,Defense
2800,31,4200,69,71,Forward
2000,31,4400,31,18,Goalkeeper
4400,22,10100,68,71,Midfield
6000,19,15200,70,72,Midfield
3500,22,6500,65,70,Defense
3500,24,5500,84,74,Defense
3700,26,6500,79,75,Midfield
4200,22,7900,52,41,Defense
3100,29,3900,70,71,Midfield
5500,21,12700,70,69,Midfield
4300,23,9000,75,79,Forward
3400,26,5200,41,75,Midfield
425,37,723,55,14,Goalkeeper
3300,28,4100,73,69,Midfield
3400,25,5400,91,70,Defense
3400,26,7700,64,48,Defense
1300,35,2400,31,8,Goalkeeper
3300,28,6600,79,74,Forward
3300,25,5200,73,60,Defense
4300,24,9800,78,75,Forward
3100,30,5600,67,64,Forward
3000,31,5100,84,77,Forward
2900,28,4600,69,61,Defense
1800,32,3200,68,46,Defense
4100,24,7200,89,74,Midfield
3000,26,5600,32,11,Goalkeeper
875,35,1700,79,61,Defense
1200,33,2300,50,64,Defense
3500,27,6200,67,68,Midfield
3100,27,5200,34,37,Defense
3000,27,4700,83,63,Defense
5500,19,13600,87,78,Forward
3300,26,6300,76,75,Forward
6000,19,15200,70,62,Defense
4600,21,9200,74,76,Midfield
4700,21,10700,83,77,Defense
3200,26,4800,55,65,Midfield
3600,22,7600,59,36,Defense
3100,22,6900,41,19,Goalkeeper
1800,32,2900,44,29,Defense
4500,21,9800,84,71,Forward
3200,24,5800,32,14,Goalkeeper
425,36,850,31,46,Defense
3900,24,6600,85,71,Midfield
4300,22,7400,70,78,Midfield
2600,27,4400,33,12,Goalkeeper
4300,24,9000,83,74,Midfield
3200,26,4300,76,64,Defense
3000,27,4800,75,65,Midfield
1800,32,2900,32,50,Defense
3100,30,4700,77,70,Forward
3100,29,5600,48,75,Midfield
3900,25,8600,75,73,Midfield
4600,23,10100,79,81,Forward
1800,34,3100,67,70,Midfield
2500,28,4900,69,70,Defense
1800,33,2700,47,11,Goalkeeper
3600,24,7900,69,63,Defense
950,34,1500,61,44,Defense
3400,25,6700,70,44,Defense
950,35,1400,61,58,Defense
2800,28,4500,49,49,Defense
3900,25,6200,73,70,Midfield
4100,25,7700,68,64,Forward
2700,32,3400,72,74,Midfield
4100,25,6400,88,64,Midfield
3900,25,8800,74,67,Midfield
3700,23,6400,60,60,Midfield
975,39,1200,33,67,Midfield
2100,30,2600,51,14,Goalkeeper
1300,34,2000,62,65,Midfield
3200,27,7400,64,41,Defense
3300,25,6800,75,62,Midfield
3500,23,5500,90,69,Defense
3400,25,6700,74,61,Defense
2400,30,4800,57,15,Goalkeeper
2300,31,3700,61,53,Defense
3900,25,6200,84,69,Midfield
3600,23,6200,65,50,Defense
3200,25,6300,58,63,Midfield
4300,24,9400,83,77,Midfield
2900,31,5600,83,72,Forward
4400,24,6400,76,70,Forward
4200,24,9600,66,76,Forward
1300,33,1700,66,67,Midfield
2500,28,4700,40,12,Goalkeeper
2200,28,3600,41,18,Goalkeeper
3400,27,6500,68,68,Forward
3700,26,6100,68,69,Midfield
3400,27,7500,62,23,Defense
3100,29,4200,77,69,Forward
2300,31,3500,38,51,Defense
6000,18,13700,93,76,Midfield
2900,30,6500,84,73,Midfield
3100,29,4900,61,67,Midfield
4200,24,7200,87,77,Midfield
3000,29,6700,80,73,Forward
3100,29,6200,65,64,Forward
3400,27,6500,71,63,Forward
4200,22,8700,68,50,Defense
4500,19,7400,62,45,Defense
3200,29,4800,72,68,Forward
6000,20,12200,92,76,Midfield
4700,21,9000,78,65,Defense
4600,23,7300,82,76,Midfield
3400,27,6500,83,75,Forward
3000,30,4800,64,67,Forward
1600,35,3100,85,74,Forward
3300,27,5000,81,73,Midfield
2600,27,4500,75,70,Defense
3000,25,3900,47,16,Goalkeeper
2500,27,3700,44,15,Goalkeeper
1300,35,2000,56,14,Goalkeeper
4600,20,10600,82,77,Midfield
2500,29,5000,66,56,Midfield
210,37,441,43,14,Goalkeeper
2800,29,5000,75,44,Defense
425,37,680,45,49,Defense
3300,27,6300,66,71,Midfield
4100,24,6400,80,70,Midfield
2400,30,4000,62,66,Defense
2900,25,6300,32,20,Goalkeeper
3300,27,6300,82,71,Midfield
3600,23,8400,54,53,Defense
4100,24,8000,68,71,Midfield
2400,30,4500,45,14,Goalkeeper
3700,27,7700,66,73,Forward
3400,26,4500,75,57,Defense
950,35,1800,64,67,Midfield
2500,29,5000,52,14,Goalkeeper
2400,33,3600,72,76,Midfield
3200,25,6200,60,62,Midfield
3700,27,5600,67,75,Midfield
2900,31,6000,60,71,Midfield
2300,31,4400,44,44,Defense
3300,28,7000,68,74,Midfield
2700,31,4500,81,78,Midfield
4000,24,7500,73,67,Forward
3100,28,5600,67,68,Midfield
3100,28,5000,62,73,Midfield
1800,33,2900,66,59,Defense
3000,31,5700,82,73,Forward
2500,29,3400,77,71,Defense
3200,29,5100,82,61,Forward
4900,19,13300,77,75,Defense
2000,34,3500,66,64,Forward
3700,24,6200,80,75,Defense
1800,32,2900,62,72,Midfield
3600,27,7100,64,71,Midfield
3100,29,6300,83,76,Midfield
3100,29,5000,68,69,Forward
4000,25,6300,76,73,Forward
2900,28,4500,62,62,Midfield
3000,27,6700,86,74,Defense
1800,33,3600,37,50,Defense
3900,21,6700,81,71,Defense
3000,31,5400,41,63,Forward
6500,19,15100,75,75,Forward
3000,30,4300,76,71,Midfield
2000,34,2700,74,71,Forward
3500,25,7700,61,55,Defense
1300,35,2000,70,72,Midfield
4200,24,6500,83,74,Midfield
3100,28,4500,69,70,Midfield
2900,27,5200,51,46,Defense
975,38,1300,33,70,Midfield
1600,35,3000,76,72,Midfield
3900,24,7500,68,50,Defense
2800,31,4200,72,65,Forward
3900,26,6900,69,71,Forward
4600,23,8700,78,78,Forward
3200,28,4600,64,70,Midfield
3900,26,6600,63,58,Forward
2900,27,6500,75,66,Defense
2800,29,4500,69,52,Defense
425,37,616,21,11,Goalkeeper
1600,34,3000,45,11,Goalkeeper
5500,20,8800,85,77,Forward
1900,32,3600,42,15,Goalkeeper
2800,32,4000,73,71,Forward
2500,33,5400,71,66,Forward
3400,25,5000,90,63,Defense
1300,35,1900,40,16,Goalkeeper
2500,28,3700,79,64,Defense
2000,32,4300,80,74,Defense
2200,31,3600,74,64,Defense
3400,26,6300,40,51,Defense
3900,23,6700,70,62,Midfield
3300,27,5000,69,72,Midfield
3300,27,6000,74,75,Forward
4200,19,9300,77,77,Midfield
3800,26,8400,80,75,Midfield
3300,28,4400,88,72,Midfield
2400,30,4100,68,37,Defense
1800,33,3100,65,62,Midfield
2700,32,4100,65,81,Midfield
4000,26,7000,67,76,Forward
2600,28,4200,51,59,Defense
1400,36,1900,63,66,Forward
2400,30,5400,36,10,Goalkeeper
4300,22,8200,65,77,Midfield
2000,32,3100,68,70,Defense
1300,34,2000,52,45,Defense
3700,22,5600,74,52,Defense
2900,31,4400,84,69,Midfield
1600,35,3000,72,75,Midfield
975,36,1500,55,62,Midfield
2500,28,5000,48,21,Goalkeeper
2600,28,4100,43,17,Goalkeeper
3300,25,7200,74,57,Defense
675,36,1300,47,71,Defense
3300,27,5300,76,74,Midfield
3800,25,6000,70,67,Midfield
4900,20,11200,84,76,Midfield
3200,26,6700,85,69,Defense
3300,28,4700,73,81,Forward
4200,24,7400,93,71,Midfield
2900,27,6000,78,75,Defense
3000,27,4300,60,61,Midfield
3000,29,6700,77,72,Midfield
2900,31,5600,71,71,Midfield
3000,30,5000,73,74,Midfield
3900,26,6500,56,71,Midfield
2700,32,4400,81,73,Midfield
2900,31,5600,75,76,Midfield
3000,27,5000,82,77,Defense
2000,32,3900,55,69,Defense
4300,24,8200,79,74,Forward
875,35,1200,77,64,Defense
3100,27,4600,68,49,Defense
1700,32,2600,81,70,Defense
3000,28,5100,66,58,Defense
6000,19,15800,68,64,Midfield
3100,26,5100,75,65,Defense
3000,30,4500,58,68,Forward
875,35,1600,69,69,Defense
4000,26,7000,62,64,Forward
1600,35,2200,81,69,Forward
3300,28,5300,73,64,Forward
4200,23,8800,68,71,Midfield
3400,25,5300,45,42,Defense
5000,21,9500,77,76,Midfield
3300,27,5500,74,76,Forward
3100,25,5300,51,27,Goalkeeper
2500,28,3700,80,73,Defense
3700,27,5400,69,77,Midfield
2000,30,3600,33,14,Goalkeeper
1600,33,2100,32,11,Goalkeeper
2900,31,5600,72,73,Midfield
2400,30,5300,39,49,Defense
6000,21,14000,68,51,Defense
1300,33,2100,64,59,Defense
2800,32,3600,69,67,Forward
4400,21,7500,72,73,Midfield
2300,30,3700,40,64,Midfield
4600,23,6900,89,75,Forward
3400,25,7000,72,70,Defense
1600,34,3500,63,12,Goalkeeper
1100,38,2100,32,62,Forward
2400,33,5200,82,77,Midfield
3600,27,5300,65,66,Midfield
2300,31,3100,57,60,Midfield
3600,24,7300,66,63,Midfield
3900,25,7800,72,76,Forward
2600,28,4600,43,13,Goalkeeper
3700,27,5900,77,67,Forward
3200,26,5100,68,56,Defense
3900,23,8900,74,72,Defense
2400,30,4500,67,63,Defense
4100,24,5400,70,69,Midfield
4200,25,6600,71,69,Forward
2400,30,4800,66,42,Defense
2300,31,4400,75,72,Midfield
4100,25,6800,69,75,Midfield
3000,27,6000,53,44,Defense
3200,29,4300,73,67,Forward
3300,28,4400,72,74,Midfield
425,36,595,37,11,Goalkeeper
725,36,1300,33,43,Defense
3800,25,6100,77,73,Midfield
3000,30,4000,62,72,Midfield
3000,27,5800,73,68,Defense
2600,27,4900,86,72,Defense
3000,31,5700,76,66,Forward
1800,33,3900,69,67,Midfield
875,35,1700,77,74,Defense
3700,26,7600,89,75,Midfield
2700,27,5100,68,67,Midfield
4300,24,9000,77,70,Midfield
4000,26,7800,77,66,Forward
4200,20,9200,75,67,Defense
4800,20,9100,79,69,Midfield
4700,20,8000,75,54,Defense
4200,23,8600,82,73,Midfield
4400,23,10200,74,77,Forward
3600,27,7400,55,72,Midfield
3200,28,7000,72,68,Midfield
2400,30,4900,68,73,Defense
4400,23,8300,72,73,Midfield
2500,28,3900,74,69,Defense
3200,27,5700,61,46,Defense
3300,27,5300,78,71,Forward
1800,32,3200,53,49,Defense
3600,22,6100,74,72,Defense
1600,35,2400,69,72,Midfield
3700,23,7800,64,65,Midfield
4700,21,8000,69,62,Defense
2300,31,4400,66,63,Midfield
3500,24,5600,62,48,Defense
3700,24,6700,66,59,Defense
3100,29,6800,72,65,Forward
2900,28,5800,55,59,Defense
3200,28,5100,71,75,Forward
2900,30,5900,83,74,Midfield
3300,27,6200,52,68,Midfield
1900,32,4200,36,13,Goalkeeper
2900,27,6500,83,71,Defense
4100,25,5400,64,63,Midfield
3000,31,3900,65,69,Forward
4400,24,10000,67,74,Midfield
2800,25,5200,36,12,Goalkeeper
3700,26,8000,63,72,Midfield
3000,28,6900,53,35,Defense
1600,34,2100,67,71,Midfield
2900,31,4300,71,75,Midfield
1300,33,2000,51,61,Defense
2100,32,3100,32,32,Defense
3300,28,5400,90,73,Midfield
2700,27,5100,63,61,Midfield
4800,21,8200,82,75,Midfield
5000,20,8000,87,77,Forward
950,35,1800,66,52,Midfield
3400,26,6100,55,42,Defense
3100,29,4600,60,64,Midfield
2600,28,5100,69,73,Defense
3200,25,5700,64,60,Defense
3200,26,6700,63,48,Defense
3900,23,6600,85,70,Defense
2100,32,4000,46,60,Midfield
3300,28,5600,68,74,Forward
4200,24,9000,75,74,Midfield
3400,27,5100,79,69,Forward
3200,28,4500,78,74,Midfield
4100,25,7600,71,74,Midfield
2100,32,2600,50,70,Midfield
2400,30,4800,40,14,Goalkeeper
4100,21,7900,66,60,Defense
4300,23,9900,58,70,Forward
3800,25,5800,85,74,Forward
2900,30,5500,66,72,Midfield
4100,24,6400,64,66,Midfield
1700,33,2800,75,59,Defense
2500,28,3900,85,67,Defense
3700,25,8600,75,53,Defense
1800,33,2600,32,66,Midfield
2600,27,4200,84,72,Defense
210,39,378,33,15,Goalkeeper
3700,26,6900,76,80,Forward
3600,27,6000,72,78,Midfield
1400,36,1800,74,72,Midfield
4200,22,10200,59,64,Midfield
4300,20,9100,79,71,Defense
4200,24,7500,73,66,Forward
3800,23,8100,49,20,Goalkeeper
2400,30,5100,37,62,Defense
3900,25,9000,84,69,Midfield
3400,22,7100,44,62,Defense
3600,23,8200,91,67,Defense
3700,27,8100,74,70,Forward
1200,33,1900,69,63,Defense
3600,23,8200,83,68,Defense
2000,32,4100,73,71,Defense
2500,29,3800,60,63,Defense
5000,21,8500,77,75,Midfield
975,37,1500,50,70,Midfield
2700,32,4000,72,68,Midfield
4400,23,7500,19,11,Goalkeeper
3600,32,5700,83,71,Forward
3600,31,6100,70,86,Forward
4800,27,7500,88,70,Forward
4000,28,6700,63,72,Midfield
3200,28,5700,79,74,Defense
2700,32,3800,69,66,Midfield
3200,29,4700,90,72,Defense
3600,31,7200,88,76,Forward
3200,27,6000,46,13,Goalkeeper
3200,29,6300,45,70,Defense
4600,27,9100,71,74,Midfield
3500,27,6600,42,37,Defense
3500,26,5600,45,11,Goalkeeper
3100,29,6200,57,66,Midfield
4000,29,7500,72,77,Midfield
5500,22,12700,71,66,Midfield
4900,22,10200,67,54,Defense
5000,25,6900,91,77,Forward
3100,30,6200,55,50,Defense
2500,33,4800,70,69,Forward
4500,25,9900,59,47,Defense
2500,34,5000,63,70,Forward
550,37,825,29,10,Goalkeeper
5000,26,10400,78,74,Forward
3100,32,5400,75,78,Midfield
5500,24,10300,91,76,Midfield
3100,30,5000,65,63,Midfield
1600,34,2300,65,43,Defense
4800,26,7000,84,76,Midfield
2300,33,3400,62,59,Defense
3800,30,6000,91,71,Midfield
3200,29,6000,82,73,Defense
6000,20,10200,72,60,Defense
3200,33,6100,59,58,Forward
4900,26,7200,70,65,Forward
4900,25,8300,84,70,Midfield
4500,24,7000,74,68,Defense
3800,29,7300,58,71,Midfield
4500,23,8000,78,60,Midfield
3400,28,6400,67,52,Defense
8500,19,18100,78,82,Midfield
3100,30,4700,62,57,Defense
3200,28,7000,41,14,Goalkeeper
3000,30,5700,73,64,Defense
5500,23,12000,69,76,Midfield
4400,24,7800,54,62,Defense
3700,26,6100,44,22,Goalkeeper
6000,23,9600,62,79,Midfield
4300,27,8600,78,74,Midfield
4800,24,10800,33,63,Midfield
6000,21,12600,78,79,Forward
3600,26,7100,24,15,Goalkeeper
5500,21,12700,48,12,Goalkeeper
3800,27,6000,66,73,Midfield
3900,27,7700,68,36,Defense
1500,33,3200,67,68,Defense
3900,27,8500,62,40,Defense
3800,30,8300,66,69,Midfield
3000,31,5900,49,50,Defense
2400,31,3500,44,16,Goalkeeper
5000,24,9900,84,78,Midfield
1100,35,2200,92,76,Defense
5500,24,9800,74,77,Midfield
3000,31,5900,63,56,Defense
3900,31,4800,69,71,Forward
4200,28,6300,67,73,Midfield
3400,32,6200,64,71,Midfield
5000,24,10900,73,75,Midfield
270,37,378,53,18,Goalkeeper
3200,28,6200,40,59,Midfield
5000,25,9900,75,74,Midfield
1600,35,2600,32,14,Goalkeeper
3200,29,5100,90,65,Defense
3900,31,7300,89,65,Forward
6000,22,11400,63,71,Midfield
950,36,1900,50,42,Defense
4400,25,6900,79,70,Midfield
3100,30,3900,37,47,Defense
270,38,405,27,14,Goalkeeper
3500,27,5700,32,14,Goalkeeper
4300,26,6800,63,67,Midfield
2300,33,4600,60,37,Defense
2700,31,4000,49,67,Midfield
4000,28,6300,84,76,Midfield
3100,33,4500,62,70,Midfield
4100,22,7000,58,21,Goalkeeper
7000,22,11200,90,78,Midfield
4000,28,7500,59,70,Midfield
2300,33,4000,41,13,Goalkeeper
1600,35,3100,49,18,Goalkeeper
2600,32,4200,74,67,Defense
3600,29,6500,65,40,Defense
4000,29,6000,76,73,Midfield
4100,26,8500,65,77,Midfield
3000,31,5600,41,62,Defense
2600,31,4900,55,16,Goalkeeper
4000,30,8400,63,65,Forward
3200,29,6600,72,65,Defense
3000,29,6000,70,72,Defense
5000,26,9900,79,75,Midfield
2000,34,3000,67,78,Midfield
3600,26,5700,50,19,Goalkeeper
5500,24,9400,74,75,Midfield
3300,28,4300,85,70,Defense
4100,28,8200,63,71,Midfield
3100,33,5000,93,76,Midfield
4800,24,9600,56,54,Defense
5500,23,11000,69,71,Forward
2700,32,5100,59,65,Midfield
2600,32,5800,83,59,Defense
3200,29,6000,73,70,Defense
2300,33,5000,35,13,Goalkeeper
3700,30,4600,46,65,Midfield
3500,32,4400,65,78,Midfield
3800,30,5700,80,73,Midfield
3300,28,4600,81,74,Defense
1600,33,2400,40,54,Defense
5000,23,10500,69,72,Midfield
4300,26,9500,61,46,Defense
5500,24,9400,74,77,Forward
5500,23,13200,69,61,Defense
4000,28,8700,61,73,Midfield
6000,23,13800,76,71,Midfield
3000,31,4600,50,42,Defense
5500,22,8800,72,75,Midfield
3900,31,6900,63,68,Forward
3600,32,6100,41,69,Forward
4500,26,8400,70,64,Defense
3000,31,5300,68,62,Defense
4900,22,9200,69,77,Midfield
4300,27,6900,83,73,Midfield
3600,29,5700,62,64,Defense
4300,28,7300,75,71,Forward
3200,29,5400,74,65,Defense
3800,28,7500,70,69,Midfield
3200,29,6300,88,69,Defense
2400,31,4400,50,12,Goalkeeper
4500,25,6700,51,59,Defense
2000,34,3000,37,14,Goalkeeper
4800,26,9500,67,73,Midfield
5500,21,12700,60,46,Midfield
4800,26,8600,77,72,Forward
7000,20,16100,65,74,Midfield
4200,28,7500,77,65,Midfield
4000,28,5700,88,77,Midfield
3900,26,8000,85,73,Defense
1200,35,1800,30,68,Midfield
3200,29,6500,65,63,Defense
6500,22,12400,85,79,Forward
3700,25,8500,38,18,Goalkeeper
3400,28,6700,68,64,Midfield
3900,29,5900,69,74,Midfield
3900,30,7800,82,77,Midfield
4800,26,9400,82,79,Midfield
7000,21,14000,82,76,Forward
4500,26,10200,74,50,Defense
2500,34,3800,61,67,Forward
1600,34,2400,35,52,Defense
5000,24,10000,45,36,Defense
4900,25,7700,78,77,Forward
4000,29,8500,85,78,Midfield
4300,26,8600,65,55,Defense
4000,28,7500,54,65,Midfield
5000,26,10900,76,78,Midfield
3800,31,7200,80,74,Midfield
5500,23,12100,79,76,Forward
4000,29,7500,61,67,Midfield
3700,30,8100,62,73,Midfield
3000,31,4500,76,73,Defense
4900,25,10100,90,72,Midfield
1100,35,2200,81,67,Defense
5000,21,8000,51,14,Goalkeeper
950,36,1300,37,7,Goalkeeper
2900,31,4300,82,63,Defense
1200,35,1800,65,56,Defense
3700,30,7000,64,70,Midfield
3500,25,7000,44,19,Goalkeeper
550,37,990,38,64,Defense
4200,26,6500,66,62,Defense
4200,27,8200,55,54,Defense
3400,31,6200,84,72,Midfield
3200,29,5500,69,70,Defense
4900,25,9800,63,71,Midfield
4300,27,9000,74,78,Forward
5500,21,9400,69,46,Defense
4000,25,8300,85,75,Defense
4200,27,6300,91,72,Midfield
5000,25,11400,72,68,Midfield
3400,28,5400,76,59,Midfield
6000,23,12000,75,74,Midfield
3300,26,6300,44,15,Goalkeeper
1200,35,2200,62,62,Midfield
4500,26,9700,74,65,Midfield
5500,22,11600,74,74,Midfield
2100,35,4000,73,70,Forward
3700,27,7700,84,73,Defense
2700,32,5700,64,60,Defense
2200,33,4400,67,69,Defense
4000,28,5200,73,71,Midfield
3300,28,4600,91,76,Defense
4000,29,8100,81,76,Midfield
4200,26,8300,42,45,Defense
3000,30,5700,69,75,Defense
2300,33,4400,37,17,Goalkeeper
4200,27,6300,86,77,Forward
3700,25,8000,25,10,Goalkeeper
2300,33,2900,55,65,Midfield
4000,29,6000,75,65,Forward
4200,28,7900,91,75,Forward
4900,21,10700,66,49,Defense
5000,25,8900,65,74,Midfield
3600,32,4500,88,75,Forward
2300,32,3400,45,18,Goalkeeper
5500,24,11600,83,73,Midfield
3800,27,7500,85,73,Defense
3000,30,4500,77,73,Defense
7000,21,15400,73,77,Midfield
1300,38,1800,65,74,Midfield
1700,35,2500,57,70,Midfield
2600,30,4900,35,13,Goalkeeper
3900,31,4800,82,76,Forward
4700,25,9300,69,48,Defense
5500,23,8000,81,76,Midfield
3800,28,6300,50,49,Defense
4400,24,7800,68,58,Defense
4200,27,6500,63,71,Midfield
950,36,1800,36,12,Goalkeeper
3800,28,7500,59,53,Defense
5500,24,12700,79,75,Forward
5000,24,10900,72,76,Midfield
1600,34,2600,68,59,Defense
4700,27,7400,77,73,Forward
2300,34,4000,66,68,Midfield
3200,29,4700,81,73,Defense
6000,23,14400,70,80,Midfield
4800,26,7500,62,82,Midfield
2300,32,4100,53,73,Midfield
3400,28,7700,43,17,Goalkeeper
3100,29,5200,45,19,Goalkeeper
4900,22,10200,63,66,Midfield
4000,27,8400,64,67,Midfield
4500,27,7100,71,76,Midfield
1200,35,2400,34,69,Midfield
3400,27,6500,74,69,Defense
4500,24,8800,67,67,Defense
4200,27,7100,82,72,Midfield
3900,27,6200,77,68,Midfield
3000,29,6300,75,71,Defense
6000,19,12600,77,76,Defense
3500,27,6600,62,60,Defense
1900,35,2600,66,67,Midfield
4300,28,6000,63,64,Forward
5500,25,9200,76,77,Midfield
2300,33,2900,72,42,Defense
3800,28,6700,64,48,Defense
2500,34,3800,55,66,Forward
3600,31,6500,85,68,Forward
4700,26,8300,90,78,Midfield
4800,24,10100,66,55,Defense
4300,27,6400,79,70,Midfield
3100,32,5100,85,74,Midfield
2200,32,4200,68,62,Defense
3800,31,7600,77,76,Midfield
4000,29,6100,74,73,Midfield
4300,27,8200,77,75,Forward
4900,26,8200,66,71,Midfield
3300,28,5600,69,61,Defense
2400,31,3400,48,17,Goalkeeper
2300,33,3900,58,49,Defense
5500,23,9400,77,79,Forward
3800,27,7100,82,73,Defense
3900,31,6900,69,66,Forward
4000,30,6800,78,72,Forward
3900,29,6300,64,71,Midfield
3100,29,5900,66,61,Defense
4400,24,9700,25,18,Goalkeeper
3200,28,5400,69,68,Defense
3700,27,7300,77,70,Defense
5500,23,12700,71,77,Midfield
4900,25,8800,83,78,Midfield
3400,27,6500,82,71,Defense
4100,26,8200,89,73,Defense
2900,31,5500,75,65,Defense
4200,28,5900,84,72,Midfield
3900,24,6900,43,14,Goalkeeper
7000,19,19100,76,79,Midfield
3200,28,6300,78,68,Defense
3200,28,6400,52,12,Goalkeeper
5000,26,9900,65,66,Forward
3000,31,3700,32,57,Defense
1300,37,1900,51,67,Midfield
4200,26,8200,68,68,Midfield
5500,22,8800,83,73,Midfield
5000,25,9900,94,72,Forward
4300,25,6700,75,75,Defense
4300,27,6900,79,75,Midfield
3900,30,7400,83,70,Midfield
4100,24,7000,42,21,Goalkeeper
950,35,1400,33,19,Goalkeeper
270,39,432,46,17,Goalkeeper
3000,31,5600,55,71,Midfield
3300,28,5300,83,74,Defense
3000,30,6300,75,71,Defense
5000,26,6600,81,73,Forward
2700,31,5100,73,61,Defense
3000,31,5600,74,58,Midfield
3800,27,7100,77,64,Defense
4200,26,8300,74,71,Midfield
2500,34,3400,77,73,Forward
3400,27,7300,53,22,Goalkeeper
3300,28,6300,71,66,Defense
5500,23,12700,80,38,Defense
4000,26,7900,92,74,Defense
2600,32,5800,79,73,Defense
3400,32,4800,80,69,Midfield
4800,26,9400,84,76,Midfield
2800,27,5300,53,21,Goalkeeper
5000,25,7900,73,72,Midfield
4500,25,6600,66,66,Defense
4900,25,8600,73,71,Midfield
4800,26,7700,65,73,Midfield
5500,24,9200,89,80,Midfield
3000,30,5000,68,63,Midfield
4800,27,10900,70,69,Forward
4300,24,8500,75,71,Defense
4300,28,6000,84,69,Forward
2800,27,5300,50,14,Goalkeeper
3600,32,7900,65,65,Forward
4800,24,8600,73,70,Midfield
4100,28,5200,74,71,Forward
4800,26,8600,84,75,Forward
3200,29,6000,62,64,Defense
4800,25,7700,68,74,Midfield
3000,29,5700,69,68,Defense
3200,33,5100,47,67,Forward
3100,32,5100,80,76,Forward
4000,28,5600,78,71,Midfield
3800,31,6800,77,76,Forward
4500,23,9000,58,53,Defense
5500,25,8700,88,79,Forward
4700,26,7200,70,73,Midfield
3000,31,4800,49,64,Midfield
4500,24,9900,67,59,Defense
950,36,1700,31,54,Defense
4000,29,5600,57,67,Forward
3900,27,5300,71,55,Defense
3000,30,4500,80,68,Defense
4200,26,6600,65,39,Defense
4700,25,10700,64,62,Midfield
1700,35,2700,62,71,Midfield
4600,21,9800,72,68,Defense
4800,24,8600,59,59,Defense
2100,35,3100,72,73,Forward
